Density, E_angle, E_bond, E_dihed, E_impro, E_vdwl, KinEng, Lx, Ly, Lz, PotEng, Press, Step, Temp, TotEng, Volume, f_avd, f_sxx_ave, f_syy_ave, f_szz_ave, v_Time, v_sxx, v_syy, v_szz
1.1720802, 44073.93, 8962.3498, -4549.0598, 284.12703, -3644.2867, 18720.574, 60.605885, 56.893573, 59.3897, 43819.762, 213.40161, 3178000, 298.2271, 62540.336, 204780.76, 1.1776704, -10.532425, -0.83273031, 2.2471753, 1589, -60.847898, 0.6564034, -4.6772609
1.1795269, 44108.677, 9221.5066, -4800.7182, 287.40875, -3676.8803, 19046.735, 60.593372, 56.888335, 59.032377, 43832.578, 1056.1658, 3180000, 303.42299, 62879.313, 203487.91, 1.1759316, 9.157575, -2.7495295, 1.4357309, 1590, -139.46204, -48.111041, -133.47492
1.175414, 44147.843, 8975.1945, -4706.0314, 315.70616, -3648.0489, 18804.81, 60.480495, 56.959862, 59.27497, 43778.768, -478.45919, 3182000, 299.56902, 62583.578, 204199.94, 1.1757135, -0.53261687, 5.3856719, -3.4976738, 1591, 112.93107, 69.011581, -36.503019
1.175829, 44116.741, 9123.7609, -4579.8948, 282.08405, -3707.1937, 18801.154, 60.45313, 56.574247, 59.684935, 43917.899, -841.65027, 3184000, 299.51078, 62719.053, 204127.87, 1.1762411, 1.5026977, -1.3754352, -3.7122524, 1592, 192.67071, -17.690036, 80.859972
1.1782357, 44078.266, 9014.5802, -4699.6684, 300.03789, -3673.1956, 19041.775, 60.325624, 56.891976, 59.355564, 43728.233, 748.86212, 3186000, 303.34398, 62770.007, 203710.9, 1.1768018, 1.473284, -0.40358619, 2.822567, 1593, -91.73994, -60.819117, -75.076306
1.1805134, 44064.553, 9065.9169, -4700.2494, 292.81036, -3732.7393, 18679.783, 60.329115, 56.578049, 59.566295, 43685.159, 509.20747, 3188000, 297.57728, 62364.942, 203317.85, 1.177008, 1.9287218, 6.8462098, 1.6670832, 1594, -72.465803, -142.93047, 60.609936
1.1789402, 44122.747, 9052.7873, -4802.5134, 293.44066, -3618.0946, 18827.64, 60.365058, 56.822109, 59.354233, 43714.678, 699.07607, 3190000, 299.93271, 62542.317, 203589.17, 1.1788761, -4.5691644, -6.9195437, 2.9395036, 1595, -39.807368, -52.713217, -119.98106
1.1782775, 44008.202, 9143.8955, -4739.0942, 299.63389, -3683.4683, 18982.811, 60.489904, 56.70618, 59.386208, 43714.117, 46.310331, 3192000, 302.40466, 62696.928, 203703.68, 1.1757764, 1.1301435, 4.8563743, -3.8590302, 1596, -32.5656, 39.110321, -20.621903
1.1736733, 44265.318, 9360.0282, -4836.7107, 280.94928, -3614.4431, 18791.886, 60.287822, 56.600204, 59.931016, 44147.87, 407.38977, 3194000, 299.36314, 62939.757, 204502.79, 1.1779038, 3.5464621, -11.202389, 3.2505062, 1597, -67.314052, -44.585935, -11.936317
1.177009, 44026.81, 8989.1333, -4707.2836, 284.97961, -3719.5536, 18834.85, 59.944324, 56.808347, 59.883401, 43579.919, 86.052493, 3196000, 300.04757, 62414.768, 203923.22, 1.1765196, -5.4186531, 0.31983893, 5.9560393, 1598, 7.2519694, -4.1835623, -29.226213
1.1754205, 44124.882, 9098.0241, -4658.912, 279.34361, -3622.278, 18808.77, 60.092602, 57.005379, 59.609617, 43881.613, -865.24045, 3198000, 299.63211, 62690.383, 204198.8, 1.1782103, -1.2566167, -3.3018349, -1.6377243, 1599, 21.570006, 238.39069, 3.0507659
1.1760358, 43944.831, 9156.5463, -4625.4236, 285.08361, -3731.3984, 18727.652, 60.024006, 57.18771, 59.456346, 43711.53, 139.89138, 3200000, 298.33986, 62439.183, 204091.96, 1.1753874, 4.0241624, 0.78672651, 2.6033329, 1600, 30.547497, -74.819416, 1.7484369
1.1757098, 43936.165, 9105.1866, -4665.2534, 273.25791, -3601.3981, 18924.77, 60.493602, 56.950666, 59.256785, 43747.653, 1043.4293, 3202000, 301.48005, 62672.424, 204148.57, 1.177317, -8.0313182, -0.19994757, -0.33594085, 1601, -120.45328, -36.034605, -160.68853
1.1827337, 43878.827, 8914.1345, -4548.0594, 282.1883, -3790.6267, 18822.625, 60.247254, 56.710012, 59.396725, 43417.878, -423.82369, 3204000, 299.85283, 62240.504, 202936.19, 1.1771918, 6.682722, 3.1134019, -4.3200773, 1602, 40.608495, 17.930493, 70.292816
1.1741793, 44011.532, 9105.8685, -4682.4637, 293.78436, -3689.48, 18910.477, 60.115437, 56.852865, 59.809982, 43725.556, 375.12815, 3206000, 301.25234, 62636.033, 204414.66, 1.1815034, -2.2539368, -6.1302507, -3.8654566, 1603, -9.5823332, -50.699472, -53.747774
1.1822022, 44124.199, 9026.9242, -4735.2124, 295.49627, -3733.5492, 18672.603, 60.10483, 56.656972, 59.619997, 43632.119, -181.45959, 3208000, 297.4629, 62304.722, 203027.41, 1.1788186, 0.15226253, 5.1794067, 0.15750787, 1604, 43.487535, 57.783783, -46.11214
1.1829247, 44034.613, 9274.5876, -4726.1237, 287.83724, -3845.5507, 18697.112, 60.06691, 56.7094, 59.566081, 43693.932, -1.6316803, 3210000, 297.85334, 62391.043, 202903.42, 1.1795981, 2.5988117, -0.08076309, 10.254132, 1605, -22.408132, 80.265654, -57.361532
1.1806079, 43964.529, 9108.7785, -4692.9869, 266.24349, -3764.4484, 18898.244, 60.203732, 56.756615, 59.497795, 43576.231, -68.3065, 3212000, 301.05747, 62474.476, 203301.59, 1.1819381, -1.9973685, -2.0205858, -2.2964582, 1606, 78.218687, 20.587489, -78.042707
1.1792358, 44151.503, 9147.355, -4791.2378, 274.03435, -3673.1313, 18886.401, 59.819637, 56.829071, 59.87306, 43771.096, -146.60793, 3214000, 300.86881, 62657.497, 203538.13, 1.1781014, 7.959902, 7.7554434, -3.6962469, 1607, -7.93372, -54.645053, 107.14392
1.1797057, 43923.248, 9149.8635, -4706.6309, 286.70894, -3746.4876, 18505.561, 59.850195, 56.808275, 59.840553, 43604.894, -249.96434, 3216000, 294.80186, 62110.455, 203457.06, 1.1809634, -6.0628878, -4.7052214, 3.0305651, 1608, 37.432704, 36.186039, 2.3641659
1.1814986, 44303.236, 8993.8255, -4808.3949, 304.2449, -3770.969, 18882.714, 59.96568, 56.622412, 59.830429, 43703.395, 212.15203, 3218000, 300.81008, 62586.109, 203148.32, 1.1775015, 2.3342164, 1.0507406, -6.8213987, 1609, -79.941137, 16.543646, -1.0914232
1.1783776, 43993.87, 9211.7767, -4642.2055, 282.10996, -3659.6877, 18831.408, 59.957111, 56.59036, 60.031449, 43865.663, 537.72552, 3220000, 299.99274, 62697.071, 203686.38, 1.1772819, 2.1940476, 0.058954672, 4.2300797, 1610, -198.04255, -74.055329, 108.64276
1.1742588, 44046.24, 9149.1579, -4695.683, 287.06667, -3735.3227, 18892.554, 60.036837, 56.976313, 59.754481, 43749.855, -338.96602, 3222000, 300.96682, 62642.409, 204400.81, 1.1808416, -8.2150349, -2.9992232, 5.9311058, 1611, 51.148281, 60.830432, -8.9415186
1.1788332, 44028.904, 9093.6933, -4700.8754, 288.76309, -3695.6205, 18692.076, 60.03056, 56.998347, 59.505818, 43706.866, 1017.2129, 3224000, 297.77312, 62398.941, 203607.65, 1.1829073, -0.0070210335, -0.35957168, -5.1900908, 1612, -162.13334, -42.923399, -104.15056
1.1833294, 44064.516, 9013.7973, -4708.447, 261.7344, -3751.3257, 18849.302, 59.974258, 56.540672, 59.815669, 43528.512, 201.09458, 3226000, 300.2778, 62377.814, 202834.03, 1.1789161, -1.8567928, 5.450355, -2.6070464, 1613, 10.941645, -49.211271, -22.8581
1.1801036, 44203.855, 9100.9383, -4729.8878, 290.04104, -3798.9015, 18875.258, 60.15656, 56.681584, 59.648748, 43742.145, -432.5714, 3228000, 300.69129, 62617.403, 203388.46, 1.1808402, 3.3059469, -4.6438546, 6.772798, 1614, 62.792273, 46.001047, 22.697572
1.1886127, 43772.542, 9154.7391, -4518.1714, 286.07428, -3807.7939, 18687.254, 59.913999, 56.810288, 59.326782, 43542.887, 117.12165, 3230000, 297.6963, 62230.14, 201932.44, 1.1828613, -2.4928991, -0.84474884, -4.4630591, 1615, -4.6873193, 19.342762, -50.257496
1.1892691, 44060.256, 9073.685, -4738.327, 286.00867, -3798.4308, 18804.008, 59.844437, 56.765162, 59.41015, 43508.465, 687.67769, 3232000, 299.55624, 62312.473, 201820.98, 1.1839925, -2.3068947, 6.1252779, 1.3734872, 1616, -23.291862, -41.013703, -144.73126
1.1768949, 44157.287, 9147.7244, -4613.9939, 271.97355, -3810.6417, 18847.92, 60.50458, 56.574282, 59.580131, 43804.833, 110.84047, 3234000, 300.25579, 62652.753, 203942.98, 1.1840686, -1.2293618, -1.0860023, -7.3732062, 1617, 47.467047, -130.9567, 49.796922
1.1829907, 43999.634, 9206.9627, -4770.7139, 285.12402, -3826.5713, 18842.877, 60.06508, 56.547722, 59.734872, 43592.4, 196.37769, 3236000, 300.17545, 62435.277, 202892.09, 1.1816, 4.1286274, -4.9443776, 1.7462617, 1618, 45.460943, -62.680366, -42.474485
1.186868, 44096.559, 9162.7291, -4831.3208, 261.2947, -3750.7213, 19013.055, 60.038508, 56.706417, 59.399385, 43627.358, 1465.9921, 3238000, 302.88646, 62640.413, 202229.28, 1.1810615, 3.9662847, -0.50739124, 8.3934114, 1619, -101.34059, -178.08603, -166.19834
1.1799593, 44268.345, 8974.6864, -4748.3464, 266.41864, -3756.5285, 18860.869, 60.183739, 56.815914, 59.488126, 43689.881, -303.49549, 3240000, 300.46206, 62550.749, 203413.35, 1.1815933, -4.7716084, 3.612281, -4.5589789, 1620, -2.353832, 48.843381, 45.765491
1.1859009, 44054.824, 8968.4445, -4739.4462, 297.43513, -3735.1124, 18756.946, 59.950859, 56.769176, 59.468918, 43538.709, -145.35701, 3242000, 298.80653, 62295.655, 202394.19, 1.1820766, -2.904215, -4.5965678, 0.29901852, 1621, -79.753368, 40.74815, 83.190117
1.185784, 43903.578, 9139.136, -4684.4253, 275.63411, -3716.2942, 18909.419, 60.003888, 56.797751, 59.392328, 43591.022, 1141.0868, 3244000, 301.23549, 62500.441, 202414.15, 1.1820097, 3.0529891, -1.0979305, -5.8810395, 1622, -76.333062, -84.022028, -186.50676
1.1806259, 44062.316, 9122.9455, -4708.6458, 277.73721, -3666.8565, 18989.152, 59.814191, 57.100026, 59.524207, 43739.938, 544.19224, 3246000, 302.50567, 62729.09, 203298.49, 1.1806492, -0.65885587, 2.9112459, 3.2066714, 1623, -92.893289, -36.228783, -36.298766
1.185867, 44181.651, 9159.4012, -4857.1009, 288.08312, -3832.7273, 18886.526, 59.636452, 56.780905, 59.771803, 43609.91, 188.53211, 3248000, 300.8708, 62496.436, 202399.98, 1.1820103, -1.0832107, 1.529057, -1.6591187, 1624, -28.615229, 67.902139, -96.595958
1.1822, 43969.329, 9148.063, -4678.8476, 275.92719, -3800.6232, 18800.517, 59.577372, 56.938998, 59.850023, 43559.849, -404.06243, 3250000, 299.50064, 62360.366, 203027.79, 1.1799169, -0.48162663, -0.08405888, 3.3422556, 1625, -5.1356346, 44.18788, 83.772633
1.1829612, 44106.584, 9121.6913, -4686.84, 284.28168, -3685.4289, 18911.64, 59.929139, 56.644512, 59.769564, 43785.75, 738.06082, 3252000, 301.27087, 62697.39, 202897.16, 1.1810184, -3.843526, -0.63375981, 0.34270842, 1626, -77.904648, -57.557412, -88.889976
1.1793113, 43942.409, 9107.2124, -4562.6819, 293.58056, -3773.747, 18927.309, 60.120081, 56.542776, 59.87166, 43680.09, -920.25406, 3254000, 301.52049, 62607.399, 203525.1, 1.179735, 6.7348869, -4.168864, 5.1808254, 1627, 89.37195, 149.56845, 40.793829
1.1782744, 44053.529, 8962.872, -4673.508, 299.424, -3773.9259, 18801.358, 60.511735, 56.641953, 59.43225, 43561.705, 172.02196, 3256000, 299.51404, 62363.063, 203704.21, 1.1832495, -5.8289515, 3.7023049, -6.6053201, 1628, 7.8158471, -34.297043, -25.80918
1.1792936, 44037.512, 9180.5698, -4768.1369, 290.09256, -3706.9439, 18878.062, 60.184461, 56.92651, 59.405354, 43661.069, 709.37658, 3258000, 300.73596, 62539.131, 203528.17, 1.1769396, 13.612926, -4.0655266, -6.5847298, 1629, -120.99193, -98.305003, 3.6641873
1.1817528, 44057.435, 9021.82, -4625.8888, 287.2123, -3716.5439, 18826.239, 60.130567, 56.772643, 59.495677, 43721.047, 232.751, 3260000, 299.9104, 62547.286, 203104.63, 1.1797979, -4.9032105, 3.1343067, 5.4556484, 1630, 18.148977, -167.92366, 79.024195
1.1763038, 44110.294, 9175.2737, -4840.9384, 275.02013, -3619.3308, 18746.91, 60.2383, 56.51008, 59.941598, 43760.771, 441.52521, 3262000, 298.64665, 62507.681, 204045.46, 1.1811665, 3.321368, -3.5371427, -6.375639, 1631, -71.434516, -62.571162, -0.20694809
1.1789981, 44258.24, 9093.3361, -4781.0865, 264.2448, -3755.146, 18783.351, 60.317457, 56.701459, 59.524547, 43740.806, -283.11034, 3264000, 299.22717, 62524.157, 203579.18, 1.1771359, -3.2589226, -0.28313879, 2.763988, 1632, -78.5622, 105.6337, 58.986969
1.1753545, 44175.458, 8974.4541, -4627.6582, 275.45597, -3659.6816, 18870.023, 60.460505, 56.96253, 59.294789, 43780.651, 94.283945, 3266000, 300.60789, 62650.674, 204210.27, 1.1772917, 1.5390294, 1.9586691, 0.5004364, 1633, -34.475307, -20.933309, 26.748654
1.1830215, 43968.154, 8931.8435, -4597.3499, 297.97024, -3661.453, 18758.661, 59.931462, 56.938178, 59.455956, 43632.14, -766.33609, 3268000, 298.83385, 62390.801, 202886.81, 1.1790485, -2.053085, -1.8590903, -8.8913354, 1634, 159.82462, -17.918873, 91.041262
1.1779545, 44240.122, 8991.9311, -4707.3774, 276.41651, -3718.4212, 18801.39, 59.978829, 57.014616, 59.584562, 43765.779, -518.90171, 3270000, 299.51454, 62567.169, 203759.53, 1.176271, -3.3852464, 0.43870105, 8.1560728, 1635, 82.961614, -85.617481, 160.38901
1.1769472, 43865.135, 9070.2336, -4575.9691, 266.47668, -3649.8826, 18736.342, 60.172006, 56.986666, 59.473259, 43688.087, -20.587549, 3272000, 298.4783, 62424.429, 203933.92, 1.1810165, -3.6134727, 2.8413226, -1.9962457, 1636, -33.663703, -44.584043, 84.505846
1.1775089, 44165.529, 9161.3781, -4676.6685, 273.09724, -3751.5489, 18717.609, 60.126016, 56.926271, 59.553476, 43851.377, -38.673665, 3274000, 298.17987, 62568.985, 203836.65, 1.1780876, 8.761274, 1.1904412, -4.4170391, 1637, 46.13181, -14.729856, -19.646127
1.1800551, 43972.436, 9095.3023, -4864.4751, 278.9662, -3725.865, 18689.299, 59.838051, 56.97428, 59.660635, 43433.014, 514.07714, 3276000, 297.72889, 62122.314, 203396.82, 1.1794884, -5.8567753, -5.1030557, 2.8342511, 1638, -150.05356, -9.4492269, 3.2361876
1.1849432, 44006.506, 9094.894, -4618.0688, 295.54523, -3787.4614, 18946.878, 59.901618, 56.848027, 59.483289, 43629.502, -302.98559, 3278000, 301.83223, 62576.38, 202557.78, 1.1794177, 2.6117713, 3.2308531, -0.89359934, 1639, 21.333299, -32.226795, 102.99354
1.1782396, 44199.174, 9124.0461, -4665.1736, 271.98775, -3826.2326, 18733.063, 60.349638, 56.821316, 59.405531, 43778.197, -421.94859, 3280000, 298.42606, 62511.26, 203710.23, 1.1838202, -1.0063321, -2.5575943, -2.6397249, 1640, 116.95368, 5.4889144, 5.8192292
1.1791721, 44148.859, 9048.0465, -4699.3575, 284.89427, -3864.7219, 18790.969, 59.898143, 56.910329, 59.712439, 43578.839, -767.46748, 3282000, 299.34853, 62369.808, 203549.14, 1.1824707, -0.64400222, -5.1108517, -0.066262374, 1641, -17.630658, 181.29681, 69.624773
1.1824077, 44115.892, 8932.6624, -4545.4056, 288.44458, -3789.5367, 18818.71, 60.054978, 56.870215, 59.435418, 43674.207, -656.71977, 3284000, 299.79046, 62492.917, 202992.13, 1.1814542, -0.066275683, 1.2450445, 6.4894958, 1642, 93.633274, 84.316618, 21.676501
1.1766646, 44090.004, 9203.7942, -4730.8987, 284.78654, -3701.8091, 18856.181, 60.093833, 57.211755, 59.330578, 43839.984, 196.7348, 3286000, 300.38739, 62696.166, 203982.9, 1.1793331, 1.7319782, 1.0421351, -4.7166679, 1643, -83.809863, 23.349987, 0.6574156
1.1827887, 44186.033, 9086.7505, -4789.2916, 282.51322, -3772.2252, 18671.357, 59.704376, 56.921481, 59.711358, 43717.223, -110.22191, 3288000, 297.44306, 62388.58, 202926.75, 1.1792161, -4.6872469, -1.7814659, 2.7878398, 1644, 71.47318, -65.970226, 28.001752
1.1758141, 43944.76, 9172.861, -4666.786, 281.34775, -3686.5474, 18712.203, 60.237613, 57.184278, 59.26024, 43746.202, -247.91118, 3290000, 298.09376, 62458.406, 204130.45, 1.1792051, -0.81181095, 2.0768014, 4.6485891, 1645, 52.412518, 50.594337, -27.648053
1.1784395, 44216.588, 9163.4001, -4847.3484, 278.89754, -3709.4056, 18945.79, 60.431517, 57.036155, 59.091556, 43827.511, -295.90125, 3292000, 301.8149, 62773.302, 203675.68, 1.1781409, 1.4721023, -1.6403509, -4.4659152, 1646, 80.117003, -11.012918, 20.842498
1.1798795, 44043.323, 8973.123, -4672.352, 272.14411, -3764.1531, 18867.235, 60.183753, 56.866486, 59.439224, 43542.33, -97.920376, 3294000, 300.56347, 62409.565, 203427.09, 1.1775368, -0.47945878, 2.0173969, -1.4177065, 1647, 44.790098, -32.994371, 17.969619
1.1790403, 44080.003, 9020.9826, -4685.1018, 301.1684, -3799.2676, 18856.754, 60.313726, 57.072708, 59.13889, 43586.674, 177.13491, 3296000, 300.39652, 62443.428, 203571.89, 1.1781588, 1.5894329, -8.0930439, 2.7103469, 1648, -135.48998, 51.46537, 30.180028
1.1772335, 44114.345, 8987.7178, -4569.3924, 273.38367, -3714.6855, 18837.907, 60.225813, 57.156904, 59.228738, 43745.03, 203.40226, 3298000, 300.09627, 62582.937, 203884.33, 1.1793443, -2.0899927, 13.036024, -4.8750278, 1649, 6.1567052, -60.628246, -7.3576624
1.1802504, 44030.536, 9118.8901, -4747.7218, 293.66731, -3732.8865, 18760.016, 60.126083, 56.838295, 59.507041, 43648.749, 25.426131, 3300000, 298.85543, 62408.764, 203363.17, 1.1775322, 8.6820513, -5.537182, 5.6960173, 1650, -61.166685, -3.4189119, 56.856688
1.1783835, 44306.194, 9080.3772, -4801.7692, 293.64143, -3689.4784, 18925.735, 59.952487, 56.989871, 59.614914, 43855.53, 139.68884, 3302000, 301.4954, 62781.265, 203685.35, 1.179091, -3.6580632, 1.8488359, -3.4872226, 1651, -6.4496518, 7.6664415, -43.678705
1.1795195, 44175.711, 9171.2942, -4893.2131, 290.26104, -3743.0666, 18737.557, 60.192106, 56.999991, 59.309877, 43699.866, -165.8262, 3304000, 298.49766, 62437.424, 203489.19, 1.17856, 0.031392313, -5.0900017, 2.4186541, 1652, 63.356009, 33.849042, -46.798033
1.1785732, 44056.576, 9147.0188, -4655.7067, 281.58033, -3695.1675, 18966.661, 60.377625, 56.914919, 59.26356, 43809.031, 231.16359, 3306000, 302.14739, 62775.693, 203652.56, 1.1792577, -0.072160805, 5.9135727, 2.4627897, 1653, 162.28877, -83.369815, -149.1869
1.1821255, 43997.84, 9052.1749, -4763.3067, 292.25163, -3679.7994, 18776.385, 60.290384, 57.108447, 58.970451, 43576.196, 1081.3903, 3308000, 299.1162, 62352.581, 203040.58, 1.1798004, 2.5561651, -6.473265, -9.9576615, 1654, -86.416808, -140.13227, -102.16654
1.1788504, 44029.144, 9144.773, -4766.3056, 305.85894, -3723.112, 18839.855, 60.119307, 57.000375, 59.414996, 43653.143, 571.10412, 3310000, 300.12731, 62492.998, 203604.67, 1.179226, -4.8372706, 6.8084174, 4.0439494, 1655, -99.042893, 12.794464, -87.352945
1.1796662, 44167.307, 9041.1932, -4854.848, 292.25371, -3660.8135, 19087.653, 60.475514, 56.994137, 59.030649, 43652.838, 903.62418, 3312000, 304.07484, 62740.491, 203463.87, 1.1758354, 7.4753527, -3.9722162, 3.1320812, 1656, -80.452572, -161.5213, -32.705288
1.1814549, 43927.626, 9057.0805, -4727.5869, 279.3226, -3683.3792, 18818.983, 60.039484, 57.118243, 59.240338, 43530.338, -89.94485, 3314000, 299.79481, 62349.321, 203155.84, 1.1805454, 3.5021326, -2.4104716, -2.6830817, 1657, -23.176908, -59.213191, 109.73108
1.1793046, 44171.604, 9098.4438, -4790.5751, 278.46245, -3819.7223, 18801.929, 60.134479, 57.187776, 59.182552, 43622.336, -1262.1418, 3316000, 299.52312, 62424.264, 203526.26, 1.1801095, -8.7597485, 2.1018624, 2.5380277, 1658, 55.455898, 225.15082, 103.05284
1.1796676, 44183.273, 8967.2706, -4745.3662, 281.82407, -3712.5916, 18960.391, 60.372773, 57.119527, 59.001234, 43640.556, 223.21344, 3318000, 302.0475, 62600.947, 203463.64, 1.1790992, 1.3713573, -5.358901, 2.6251225, 1659, -12.420734, 47.726764, -103.15734
1.1815539, 44073.959, 8916.4288, -4540.8201, 267.06177, -3805.4069, 18883.855, 60.277644, 56.860238, 59.269049, 43592.478, -903.28869, 3320000, 300.82825, 62476.333, 203138.81, 1.1814755, 2.3957393, 5.2160385, -4.1704788, 1660, 119.03959, 12.213198, 143.32439
1.1801261, 44011.52, 9188.2119, -4593.4948, 275.35376, -3732.077, 18762.9, 59.900986, 57.027548, 59.538703, 43852.927, -10.503355, 3322000, 298.90138, 62615.827, 203384.59, 1.1807171, -0.76555049, -2.3163599, 4.4901654, 1661, -10.437942, 22.232601, -8.6019017
1.1774751, 43959.602, 9025.4655, -4635.6837, 288.93368, -3776.0702, 18786.692, 60.136847, 57.193784, 59.265948, 43550.033, -343.81966, 3324000, 299.28039, 62336.725, 203842.5, 1.181746, -0.53914532, 5.8566071, -1.9895811, 1662, 89.205485, -66.661467, 81.968563
1.1775168, 44067.153, 9114.7132, -4589.7258, 283.48984, -3785.1027, 19079.188, 60.539714, 56.83627, 59.239778, 43777.537, -617.06242, 3326000, 303.93999, 62856.726, 203835.28, 1.1808496, -1.3604525, -4.7437459, -2.6216456, 1663, 66.831566, 38.476486, 82.263498
1.1781085, 44141.575, 9240.5375, -4879.7466, 285.90028, -3689.78, 18747.337, 60.25221, 57.159914, 59.155706, 43770.663, 492.87489, 3328000, 298.65345, 62518, 203732.91, 1.1788135, 1.3197854, -2.2589909, 1.6015851, 1664, -165.07024, -51.177952, 66.426547
1.1796244, 44220.247, 9169.8525, -4634.6024, 290.01431, -3718.3207, 18892.245, 59.989643, 57.251404, 59.243442, 44014.125, -1001.6052, 3330000, 300.96191, 62906.37, 203471.09, 1.18075, 1.2452839, -2.0745403, -3.6881636, 1665, 201.3151, 69.6404, 33.50744
1.180584, 44160.061, 9240.561, -4956.7896, 294.15319, -3790.7791, 18808.894, 60.142261, 57.253055, 59.043372, 43641.417, 650.00775, 3332000, 299.63408, 62450.31, 203305.7, 1.1790948, 1.8603801, 4.2329502, 7.927392, 1666, -101.77861, -10.729192, -85.078306
1.1810213, 44161.643, 9063.8879, -4703.768, 274.37313, -3730.5014, 18974.29, 60.106429, 57.19068, 59.121102, 43725.842, 327.75519, 3334000, 302.26892, 62700.133, 203230.42, 1.1835586, 0.71020963, -2.4817639, -10.465285, 1667, -55.597045, -36.149472, -7.8828675
1.1885996, 44028.454, 9139.4311, -4689.9533, 281.72951, -3811.2885, 18937.026, 59.637581, 57.19723, 59.199202, 43623.946, 456.48286, 3336000, 301.67528, 62560.972, 201934.66, 1.1829088, -3.9314708, -1.14706, 1.4718345, 1668, -85.214365, 9.0254588, -62.570471
1.1800084, 43944.951, 9173.8428, -4696.0827, 284.12577, -3717.4501, 18737.953, 60.291501, 57.068898, 59.1161, 43671.211, 458.13596, 3338000, 298.50396, 62409.164, 203404.88, 1.1810468, -6.1819533, 6.158179, 2.674776, 1669, -92.15265, 89.867279, -136.97651
1.1814347, 44286.084, 9100.7107, -4583.3706, 278.16009, -3867.0163, 18843.538, 60.401481, 57.160602, 58.842666, 43889.251, -351.44244, 3340000, 300.18598, 62732.789, 203159.31, 1.1815429, 5.0456951, -5.1346495, 2.6790452, 1670, 72.913099, 5.9879632, 27.928654
1.1776066, 43954.271, 9304.7272, -4708.5091, 279.2235, -3718.1623, 18788.323, 60.292272, 57.164143, 59.137219, 43759.617, 87.22996, 3342000, 299.30638, 62547.94, 203819.74, 1.1809192, 1.0533402, 3.613125, -5.2018099, 1671, -147.00616, 34.266172, 86.224263
1.1801583, 44184.423, 9001.0069, -4689.2907, 283.58991, -3792.3385, 18922.224, 60.126475, 56.914282, 59.431839, 43675.443, -165.96297, 3344000, 301.43948, 62597.668, 203379.03, 1.1818129, -5.3593694, -3.1200629, 1.8477591, 1672, 72.107115, 58.291988, -79.950509
1.1822629, 44057.69, 8992.7375, -4610.1551, 291.59891, -3749.5239, 18891.289, 59.982431, 56.972321, 59.407932, 43647.882, 793.86401, 3346000, 300.94667, 62539.171, 203017, 1.1824559, -1.8432, -2.0843227, 5.3323702, 1673, -96.600936, -13.485177, -131.2287
1.1814499, 44073.202, 9115.9601, -4834.6207, 266.4278, -3720.1577, 18818.655, 60.264839, 57.297632, 58.834285, 43533.551, 500.54376, 3348000, 299.78958, 62352.206, 203156.7, 1.1795503, 2.1262135, 6.359562, 1.1428178, 1674, -96.68792, -43.26508, -12.199788
1.1821527, 43947.281, 9171.8613, -4709.1616, 303.78448, -3749.2395, 18785.748, 59.950211, 57.316789, 59.088138, 43630.114, 167.88861, 3350000, 299.26536, 62415.862, 203035.92, 1.1804373, 3.0560889, -2.4536933, -3.2085565, 1675, 70.627192, -68.019156, -53.641976
1.18111, 44131.709, 9135.8686, -4665.5148, 273.171, -3793.9625, 18905.198, 60.136517, 57.3189, 58.954911, 43759.617, 173.76359, 3352000, 301.16825, 62664.815, 203215.16, 1.1802632, -1.1011085, 3.8149817, 4.0166602, 1676, -83.125228, 40.711842, -10.406401
1.1740448, 44007.475, 9083.8076, -4718.4714, 287.80669, -3684.1307, 18634.683, 60.365446, 57.237303, 59.168996, 43629.834, -638.30324, 3354000, 296.85882, 62264.517, 204438.07, 1.1830032, 5.8181516, -6.5550819, -7.5501373, 1677, -15.789427, 116.10565, 93.712008
1.17705, 44204.944, 9005.3469, -4738.0821, 290.1644, -3645.589, 18915.14, 60.059897, 57.333512, 59.218636, 43767.917, -289.53467, 3356000, 301.32663, 62683.057, 203916.11, 1.1788276, 1.465221, -5.0904959, -4.9846243, 1678, 15.105531, 52.13829, 20.767479
1.1813458, 44157.765, 9055.4778, -4759.7677, 264.98232, -3739.2268, 18825.676, 59.813925, 57.401987, 59.175262, 43635.804, 363.64122, 3358000, 299.90143, 62461.481, 203174.6, 1.17805, -5.9361771, 1.9860024, 1.2366246, 1679, -57.414315, 55.679283, -108.80281
1.1785425, 44137.253, 9008.35, -4740.5001, 279.4791, -3679.2813, 18798.474, 59.938759, 56.945017, 59.667486, 43662.796, 872.66908, 3360000, 299.4681, 62461.271, 203657.88, 1.1812517, 4.7641493, -5.3799121, -3.8288234, 1680, -91.711124, -64.588071, -108.97039
1.1799322, 44094.837, 9081.4595, -4635.1294, 298.02194, -3734.4819, 18810.439, 60.122671, 56.99481, 59.362998, 43773.692, -546.81381, 3362000, 299.65869, 62584.131, 203418.01, 1.1768008, 0.79061782, 3.5562122, 7.0367513, 1681, 86.18699, 67.019394, 13.011343
1.1762475, 43973.853, 9059.4274, -4783.1453, 299.23308, -3643.7725, 18615.249, 60.279116, 57.368333, 59.007693, 43596.657, 335.17235, 3364000, 296.54922, 62211.905, 204055.23, 1.1797302, 1.3097718, -0.78595071, 0.66850636, 1682, 43.595955, -118.72057, -26.759403
